Torrance,CA,140820
Syracuse,NY,138068
Escondido,CA,137103
"Fort Collins",CO,136509
Bridgeport,CT,136405
Orange,CA,136392
Warren,MI,133939
"Elk Grove",CA,133003
Savannah,GA,132410
Mesquite,TX,132123
Sunnyvale,CA,132109
Fullerton,CA,131868
McAllen,TX,129776
Cary,NC,129545
"Cedar Rapids",IA,128056
"Sterling Heights",MI,127160
Columbia,SC,127029
"Coral Springs",FL,125783
Carrollton,TX,125595
Elizabeth,NJ,124755
Hartford,CT,124062
Waco,TX,124009
Bellevue,WA,123771
"New Haven",CT,123669
"West Valley City",UT,123447
Topeka,KS,123446
"Thousand Oaks",CA,123091
"El Monte",CA,121791
McKinney,TX,121211
Concord,CA,121160
Visalia,CA,121040
"Simi Valley",CA,120543
Olathe,KS,119993
Clarksville,TN,119735
Denton,TX,119454
Stamford,CT,119303
Provo,UT,118581
Springfield,IL,117352
Killeen,TX,116934
Abilene,TX,116484
Evansville,IN,116309
Gainesville,FL,114916
Vallejo,CA,114729
"Ann Arbor",MI,114386
Peoria,IL,114114
Lansing,MI,113968
Lafayette,LA,113656
Thornton,CO,113429
Athens,GA,113398
Flint,MI,112900
Inglewood,CA,112714
Roseville,CA,112660
Charleston,SC,111978
Beaumont,TX,110553
Independence,MO,110440
Victorville,CA,110318
"Santa Clara",CA,110200
"Costa Mesa",CA,110080
"Miami Gardens",FL,109346
Manchester,NH,108586
Miramar,FL,108484
Downey,CA,107587
Arvada,CO,107361
Allentown,PA,107250
Westminster,CO,107056
Waterbury,CT,107037
Norman,OK,106957
Midland,TX,106561
Elgin,IL,106330
"West Covina",CA,105790
Clearwater,FL,105774
Cambridge,MA,105596
Pueblo,CO,104951
"West Jordan",UT,104447
"Round Rock",TX,104446
Billings,MT,103994
Erie,PA,103817
"South Bend",IN,103807
Ventura,CA,103706
Fairfield,CA,103683
Lowell,MA,103615
Norwalk,CA,102982
Burbank,CA,102968
Richmond,CA,102285
"Pompano Beach",FL,101943
"High Point",NC,101835
Murfreesboro,TN,101753
Lewisville,TX,101624
Richardson,TX,101589
"Daly City",CA,101514
Berkeley,CA,101371
Gresham,OR,101221
"Wichita Falls",TX,101202
"Green Bay",WI,101025
Davenport,IA,100827
"Palm Bay",FL,100786
Columbia,MO,100733
Portsmouth,VA,100577
Rochester,MN,100413
Antioch,CA,100219
Wilmington,NC,100192
Centennial,CO,99680
Odessa,TX,98801
"West Palm Beach",FL,98779
Rialto,CA,98700
Everett,WA,98212
Murrieta,CA,97918
Tyler,TX,97705
Temecula,CA,97100
Kenosha,WI,96950
Frisco,TX,96676
Sandy,UT,96660
"South Gate",CA,96640
Carlsbad,CA,96374
Gary,IN,95920
"Mission Viejo",CA,94461
"North Charleston",SC,94407
Boulder,CO,94171
Compton,CA,93851
Hillsboro,OR,93638
Albany,NY,93539
Fargo,ND,93531
Lakeland,FL,93333
Orem,UT,93250
Brockton,MA,93007
Roanoke,VA,92967
"Broken Arrow",OK,92931
Surprise,AZ,92897
Macon,GA,92775
"El Cajon",CA,92718
Carson,CA,92366
Quincy,MA,92339
Clovis,CA,92318
"San Mateo",CA,92256
Vacaville,CA,92219
"San Angelo",TX,91880
"Las Cruces",NM,91865
Beaverton,OR,91757
Greeley,CO,91492
"New Bedford",MA,91365
Livonia,MI,91220
Vista,CA,91144
"Fall River",MA,90931
Waukegan,IL,90788
Lawrence,KS,90520
Davie,FL,90238
Tuscaloosa,AL,90221
Redding,CA,90201
Lawton,OK,90091
Yuma,AZ,90041
Sunrise,FL,89026
Westminster,CA,88975
Sparks,NV,88602
"Santa Monica",CA,87664
Roswell,GA,87657
Lynn,MA,86957
Nashua,NH,86576
Dearborn,MI,86477
"Santa Maria",CA,86356
"Spokane Valley",WA,86144
"Santa Barbara",CA,86093
Alhambra,CA,85953
Longmont,CO,85928
Hesperia,CA,85883
"Boca Raton",FL,85670
"Fort Smith",AR,84716
"Miami Beach",FL,84633
Warwick,RI,84483
Indio,CA,84443
"Citrus Heights",CA,84432
Deltona,FL,84408
"Federal Way",WA,84309
Hawthorne,CA,84305
Duluth,MN,84284
"Lee's Summit",MO,84208
"College Station",TX,84128
Yakima,WA,84074
Kent,WA,83978
Chico,CA,83791
Plantation,FL,83628
Norwalk,CT,83185
Chino,CA,83031
Pearland,TX,82903
Trenton,NJ,82883
Ogden,UT,82865
"Sioux City",IA,82807
"Sandy Springs",GA,82674
Suffolk,VA,82302
Whittier,CA,82267
Racine,WI,82196
Newton,MA,82139
Avondale,AZ,81299
Bloomington,MN,81280
Allen,TX,81268
"Sugar Land",TX,80704
Reading,PA,80506
Cicero,IL,80414
Nampa,ID,80362
Troy,MI,80264
Livermore,CA,80188
Cranston,RI,79980
"Newport Beach",CA,79661
"Rio Rancho",NM,79655
Greenville,NC,79629
Edmond,OK,79559
Champaign,IL,79389
Camden,NJ,79383
"Buena Park",CA,79379
Danbury,CT,79256
Tracy,CA,79196
"San Marcos",CA,79114
Westland,MI,78961
Bellingham,WA,78905
"Farmington Hills",MI,78522
Lakewood,CA,78444
Canton,OH,78362
Clifton,NJ,78219
Parma,OH,77947
"San Leandro",CA,77880
Evanston,IL,77693
"Baldwin Park",CA,77380
Melbourne,FL,77351
Longview,TX,77211
Bend,OR,77181
Merced,CA,77160
O'Fallon,MO,76819
Hammond,IN,76732
Decatur,IL,76256
Jacksonville,NC,76233
"St. Joseph",MO,76197
Albany,GA,75831
Somerville,MA,75662
"Lake Forest",CA,75566
Southfield,MI,75392
"Missouri City",TX,74723
"Deerfield Beach",FL,74584
Napa,CA,74547
Asheville,NC,74543
"New Rochelle",NY,74115
"Redwood City",CA,74060
"Chino Hills",CA,73879
"Arlington Heights",IL,73399
Fayetteville,AR,73372
Medford,OR,73212
Bellflower,CA,73033
Bloomington,IL,73026
Youngstown,OH,72925
Largo,FL,72732
"St. George",UT,72718
Lynchburg,VA,72596
Wilmington,DE,72592
Gastonia,NC,72505
Bryan,TX,72357
"Palm Coast",FL,72316
Bethlehem,PA,72241
Scranton,PA,72233
Kalamazoo,MI,72179
"Union City",CA,72123
Upland,CA,72091
"Santa Fe",NM,71831
Bloomington,IN,71819
Tustin,CA,71814
Pawtucket,RI,71765
Schaumburg,IL,71716
Edinburg,TX,71520
Plymouth,MN,71486
"Mountain View",CA,71348
"Brooklyn Park",MN,71308
"League City",TX,71222
"Lake Charles",LA,71061
Hoover,AL,71020
Hemet,CA,70991
Bolingbrook,IL,70823
Alameda,CA,70580
"New Britain",CT,70486
Wyoming,MI,70462
Baytown,TX,70330
Appleton,WI,70305
Lorain,OH,70239
"Apple Valley",CA,70200
Gulfport,MS,70055
Lynwood,CA,70025
Lawrence,MA,70014
Redlands,CA,69689
"Flower Mound",TX,69307
"Rochester Hills",MI,69014
Fishers,IN,69011
"Mount Vernon",NY,68653
Turlock,CA,68404
"Boynton Beach",FL,68291
Missoula,MT,68202
Springdale,AR,68180
Waukesha,WI,68008
"Iowa City",IA,67831
Folsom,CA,67788
Marietta,GA,67562
Milpitas,CA,67503
"Rock Hill",SC,67339
Mission,TX,67119
Palatine,IL,67080
Lauderhill,FL,67073
"St. Cloud",MN,66948
Kenner,LA,66942
Meridian,ID,66916
Passaic,NJ,66884
"Redondo Beach",CA,66882
Pleasanton,CA,66828
Carmel,IN,66769
Waterloo,IA,66662
Skokie,IL,66620
Dothan,AL,66505
Concord,NC,66311
Pontiac,MI,66095
"Yorba Linda",CA,65717
Loveland,CO,65587
Layton,UT,65514
"Rapid City",SD,65491
"Mount Pleasant",SC,65472
"Eau Claire",WI,65426
"Fort Myers",FL,65394
"East Orange",NJ,65390
Pharr,TX,65258
"North Richland Hills",TX,65078
Manteca,CA,65028
Muncie,IN,64975
Harlingen,TX,64843
"Laguna Niguel",CA,64469
"St. Charles",MO,64386
"Daytona Beach",FL,64211
Pittsburg,CA,64148
"Delray Beach",FL,64092
Lafayette,IN,64049
Eagan,MN,63985
Jonesboro,AR,63960
Oshkosh,WI,63679
Weston,FL,63628
"Walnut Creek",CA,63486
Camarillo,CA,63324
Kennewick,WA,63216
Jackson,TN,63158
"Pico Rivera",CA,63138
Davis,CA,62593
Portland,ME,62561
Victoria,TX,62558
Janesville,WI,62516
"South San Francisco",CA,62502
Hamilton,OH,62477
"Bossier City",LA,62384
"Cedar Park",TX,62308
Kissimmee,FL,62291
Springfield,OH,62269
Renton,WA,62266
"Rancho Cordova",CA,62265
"Union City",NJ,62183
"Johnson City",TN,61990
Montebello,CA,61906
"Coon Rapids",MN,61832
"Maple Grove",MN,61542
"San Clemente",CA,61465
"Warner Robins",GA,61336
Lodi,CA,61301
Haverhill,MA,61275
"Monterey Park",CA,61234
"Yuba City",CA,61226
"Eden Prairie",MN,61191
Schenectady,NY,61152
Shawnee,KS,60954
Bristol,CT,60927
"Huntington Park",CA,60898
Rockville,MD,60734
Taylor,MI,60619
Bismarck,ND,60389
Encinitas,CA,60372
"St. Clair Shores",MI,60364
Waltham,MA,60236
Flagstaff,AZ,60222
Revere,MA,60204
"Terre Haute",IN,60007
Greenville,SC,59988
Temple,TX,59654
"Council Bluffs",IA,59536
Goodyear,AZ,59508
"Johns Creek",GA,59431
"North Little Rock",AR,59430
"West Allis",WI,59416
"Palo Alto",CA,59395
Tamarac,FL,59340
"Great Falls",MT,59251
Frederick,MD,59213
"Tinley Park",IL,59198
Meriden,CT,59186
"La Habra",CA,59155
Burnsville,MN,59139
Taylorsville,UT,58785
Vineland,NJ,58780
Gaithersburg,MD,58744
"National City",CA,58680
Gardena,CA,58554
Franklin,TN,58481
Utica,NY,58082
Homestead,FL,57936
Conway,AR,57544
Bayonne,NJ,57448
"White Plains",NY,57342
Anderson,IN,57282
Dubuque,IA,57250
"Diamond Bar",CA,57235
Springfield,OR,57224
"Royal Oak",MI,57110
Galveston,TX,57086
"Des Plaines",IL,57062
"Rocky Mount",NC,57010
Lakewood,WA,56983
Cheyenne,WY,56915
Rogers,AR,56726
Madera,CA,56700
Tulare,CA,56654
"Lake Havasu City",AZ,56553
Ames,IA,56510
"Midwest City",OK,56394
Arcadia,CA,56248
Woodbury,MN,56128
"Santa Cruz",CA,56124
Auburn,AL,56088
Decatur,AL,56068
"Port Arthur",TX,55910
"North Miami",FL,55908
Rowlett,TX,55780
Taunton,MA,55702
"Blue Springs",MO,55698
Perris,CA,55643
Saginaw,MI,55620
"San Rafael",CA,55602
Malden,MA,55597
Medford,MA,55573
"Fountain Valley",CA,55516
Owensboro,KY,55516
"Orland Park",IL,55514
"St. Peters",MO,55500
Conroe,TX,55429
Auburn,WA,55426
"West Des Moines",IA,55426
Pasco,WA,55246
Paramount,CA,55236
"Bowling Green",KY,55097
Blaine,MN,55042
Elyria,OH,54979
Chicopee,MA,54941
"North Port",FL,54907
Pocatello,ID,54901
"Carson City",NV,54867
Broomfield,CO,54858
Ocala,FL,54801
"La Mesa",CA,54673
Petaluma,CA,54666
Lancaster,PA,54626
"Port Orange",FL,54616
Woodland,CA,54567
Lakeville,MN,54542
Wellington,FL,54530
Wheaton,IL,54465
Rosemead,CA,54412
"Idaho Falls",ID,54334
Milford,CT,54136
Margate,FL,54086
Novi,MI,54054
Casper,WY,54047
Hempstead,NY,53915
Santee,CA,53860
Pensacola,FL,53820
Kettering,OH,53708
"Hoffman Estates",IL,53641
Cupertino,CA,53637
"New Braunfels",TX,53547
Bradenton,FL,53513
"Mount Prospect",IL,53338
"Oak Lawn",IL,53244
Delano,CA,53051
"San Marcos",TX,52927
Rocklin,CA,52811
Novato,CA,52785
Elkhart,IN,52653
Moore,OK,52615
Euless,TX,52579
Bowie,MD,52544
"Chapel Hill",NC,52542
"West Haven",CT,52420
Sarasota,FL,52340
Manhattan,KS,52284
"Cathedral City",CA,52095
Normal,IL,52056
"Battle Creek",MI,52053
Shoreline,WA,52005
Hattiesburg,MS,51993
"Dearborn Heights",MI,51972
Porterville,CA,51830
Mentor,OH,51825
Middletown,OH,51422
"Niagara Falls",NY,51345
Peabody,MA,51331
Cerritos,CA,51326
"Grand Forks",ND,51313
Monroe,LA,51215
"New Brunswick",NJ,51149
"South Jordan",UT,51131
Corvallis,OR,51110
Highland,CA,51096
"Cuyahoga Falls",OH,51090
"Lake Elsinore",CA,50952
"La Crosse",WI,50902
"Palm Desert",CA,50876
Burlington,NC,50857
Lakewood,OH,50704
Sanford,FL,50634
Florissant,MO,50561
Colton,CA,50517
Grapevine,TX,50471
Watsonville,CA,50442
"Coconut Creek",FL,50436
"Pine Bluff",AR,50408
Charleston,WV,50302
Hanford,CA,50103
Minnetonka,MN,50081
Mishawaka,IN,50026
"Apple Valley",MN,50004
Gilroy,CA,49934
Berwyn,IL,49919
Alpharetta,GA,49903
Smyrna,GA,49854
"La Mirada",CA,49809
Joplin,MO,49775
Yucaipa,CA,49750
Bellevue,NE,49699
Placentia,CA,49692
"Grand Junction",CO,49688
Georgetown,TX,49618
"Rancho Santa Margarita",CA,49591
Mansfield,OH,49579
"Oak Park",IL,49557
Redmond,WA,49548
Brentwood,CA,49480
Glendora,CA,49410
"Downers Grove",IL,49250
"Palm Beach Gardens",FL,49227
Huntington,WV,49185
"San Ramon",CA,49161
Bedford,TX,49155
Jupiter,FL,48879
Poway,CA,48858
"Perth Amboy",NJ,48742
Tigard,OR,48713
Logan,UT,48657
Alexandria,LA,48639
Valdosta,GA,48547
"East Providence",RI,48480
Wilson,NC,48433
Albany,OR,48081
Middletown,CT,48030
"Palm Springs",CA,47952
Sheboygan,WI,47895
Hendersonville,TN,47725
Greenwood,IN,47720
Stillwater,OK,47653
DeSoto,TX,47568
"West Sacramento",CA,47511
Bartlett,TN,47501
Troy,NY,47459
Kentwood,MI,47419
Euclid,OH,47415
Enid,OK,47396
Kirkland,WA,47303
Buckeye,AZ,47261
Newark,OH,47236
"Pinellas Park",FL,47173
Harrisburg,PA,47148
Cypress,CA,47123
Covina,CA,46944
Azusa,CA,46847
Lenexa,KS,46822
Lehi,UT,46802
Roseville,MI,46782
Salina,KS,46483
"West New York",NJ,46472
Murray,UT,46201
Roswell,NM,46198
"Barnstable Town",MA,46184
Glenview,IL,46180
Richland,WA,46155
Altoona,PA,46144
Mansfield,TX,46142
Portage,MI,46133
Plainfield,NJ,46126
Chesterfield,MO,46064
Elmhurst,IL,46013
"East Lansing",MI,45857
"Cleveland Heights",OH,45827
"Grand Island",NE,45801
Kokomo,IN,45694
Biloxi,MS,45670
Edina,MN,45608
Maricopa,AZ,45571
DeKalb,IL,45497
"St. Louis Park",MN,45465
Olympia,WA,45322
Summerville,SC,45193
Wauwatosa,WI,45004
"Cedar Hill",TX,44786
Titusville,FL,44756
Binghamton,NY,44729
"Bell Gardens",CA,44692
Danville,VA,44660
"Texas City",TX,44491
Bountiful,UT,44473
Kingsport,TN,44473
"Castle Rock",CO,44369
Dublin,CA,44297
Southaven,MS,44076
Methuen,MA,44055
Huntersville,NC,44054
Harrisonburg,VA,44015
Freeport,NY,43881
"La Quinta",CA,43865
Warren,OH,43789
Parker,CO,43767
"San Luis Obispo",CA,43636
Lincoln,CA,43602
"Oro Valley",AZ,43465
"East Point",GA,43418
"Coeur d'Alene",ID,43360
"Sierra Vista",AZ,43320
Woonsocket,RI,43268
Lawrence,IN,43247
Covington,KY,43235
Moline,IL,43088
"Buffalo Grove",IL,42972
Lombard,IL,42890
Attleboro,MA,42833
Hackensack,NJ,42804
"Coral Gables",FL,42781
"Bonita Springs",FL,42730
Prescott,AZ,42697
Ceres,CA,42690
Pittsfield,MA,42652
Farmington,NM,42637
Strongsville,OH,42617
Kannapolis,NC,42521
"Commerce City",CO,42473
Fairfield,OH,42384
Caldwell,ID,42331
Draper,UT,42317
"Oakland Park",FL,42293
Ankeny,IA,42287
"The Colony",TX,42281
Concord,NH,42255
Bartlett,IL,42209
Sayreville,NJ,42208
"Twin Falls",ID,42197
Noblesville,IN,42155
"Fond du Lac",WI,42025
"Crystal Lake",IL,41797
Blacksburg,VA,41796
Newark,CA,41781
"North Lauderdale",FL,41772
Chelsea,MA,41577
"Aliso Viejo",CA,41572
Charlottesville,VA,41487
Hickory,NC,41305
Salem,MA,41256
Danville,CA,41182
"Casa Grande",AZ,41152
"Rancho Palos Verdes",CA,41106
Lompoc,CA,41099
Belleville,IL,41097
Leominster,MA,41055
Wilkes-Barre,PA,40932
Midland,MI,40917
Hutchinson,KS,40889
"Fort Pierce",FL,40885
"Bullhead City",AZ,40868
Littleton,CO,40777
"Jefferson City",MO,40771
Lacey,WA,40702
"La Puente",CA,40642
Westfield,MA,40608
Hoboken,NJ,40577
"Rohnert Park",CA,40496
"San Gabriel",CA,40445
"San Bruno",CA,40315
Fitchburg,MA,40239
"Haltom City",TX,40181
Sammamish,WA,40179
Edmonds,WA,40158
Muskogee,OK,40099
York,PA,40097
"El Centro",CA,40083
"Carol Stream",IL,40004
Columbus,IN,40001
Shelton,CT,39991
Quincy,IL,39983
"Altamonte Springs",FL,39947
Holyoke,MA,39947
Beavercreek,OH,39909
Cleveland,TN,39753
Riverton,UT,39751
Hagerstown,MD,39728
Pflugerville,TX,39653
Urbana,IL,39641
Leesburg,VA,39641
Spartanburg,SC,39584
"Hot Springs",AR,39467
Bozeman,MT,39442
"State College",PA,39419
"Atlantic City",NJ,39408
Muskegon,MI,39401
Coachella,CA,39391
Beverly,MA,39343
Collierville,TN,39211
Linden,NJ,39162
Coppell,TX,39154
Brookfield,WI,39020
Keller,TX,38951
Burlington,VT,38897
Madison,AL,38714
"Hallandale Beach",FL,38683
"New Berlin",WI,38649
Sumter,SC,38625
Campbell,CA,38617
"Culver City",CA,38580
Hurst,TX,38550
Dublin,OH,38536
"Prescott Valley",AZ,38535
Huntsville,TX,38480
Urbandale,IA,38369
Calexico,CA,38344
"Temple City",CA,38341
Brea,CA,38314
Meridian,MS,38232
"Rock Island",IL,38139
"Morgan Hill",CA,38096
Sherman,TX,38077
"Cedar Falls",IA,38059
Romeoville,IL,38028
"North Miami Beach",FL,37997
"Ormond Beach",FL,37984
Apopka,FL,37935
Marlborough,MA,37932
"Goose Creek",SC,37900
Florence,AL,37877
Smyrna,TN,37867
Wylie,TX,37861
"San Jacinto",CA,37842
Lima,OH,37829
Carpentersville,IL,37741
Pacifica,CA,37739
Monrovia,CA,37651
Goldsboro,NC,37597
Stanton,CA,37589
Wausau,WI,37576
"Cape Girardeau",MO,37370
Everett,MA,37353
"New Albany",IN,37296
Germantown,TN,37251
"Huber Heights",OH,37148
Streamwood,IL,37119
Findlay,OH,36987
Portage,IN,36976
Lancaster,OH,36976
"Park Ridge",IL,36927
"Lake Oswego",OR,36926
Addison,IL,36917
Woburn,MA,36871
Gadsden,AL,36816
"Calumet City",IL,36800
"Hanover Park",IL,36777
Kearny,NJ,36746
Richmond,IN,36733
"Del Rio",TX,36682
Bell,CA,36657
"Panama City",FL,36644
Texarkana,TX,36611
"Manhattan Beach",CA,36605
Chester,PA,36564
Longview,WA,36562
Montclair,CA,36530
Annapolis,MD,36524
Plainfield,IL,36507
"Riviera Beach",FL,36430
Norwich,CT,36388
Moorpark,CA,36372
Puyallup,WA,36330
"University City",MO,36289
"Fort Lee",NJ,36275
Mankato,MN,36245
Tupelo,MS,36233
Westerville,OH,36231
Brentwood,TN,36176
Beloit,WI,36160
Duncanville,TX,36109
Dover,DE,36107
Maplewood,MN,36087
Greenfield,WI,36075
Wheeling,IL,36063
Rome,GA,36041
Moorhead,MN,36012
"Valley Stream",NY,36007
Bremerton,WA,36006
"West Hollywood",CA,36005
Dunedin,FL,35988
Bartlesville,OK,35914
Keizer,OR,35864
Marion,OH,35841
Greenville,MS,35764
Lancaster,TX,35761
Alamogordo,NM,35757
"Dana Point",CA,35700
"Long Beach",NY,35698
Roy,UT,35672
Gainesville,GA,35668
Bentonville,AR,35526
"Lake Worth",FL,35513
Franklin,WI,35500
Claremont,CA,35470
Minot,ND,35419
"Cottonwood Heights",UT,35418
"Lincoln Park",MI,35317
Torrington,CT,35312
Rockwall,TX,35247
Manassas,VA,35205
Martinez,CA,35145
Fairbanks,AK,35132
Lewiston,ME,35131
"San Dimas",CA,35043
"Los Banos",CA,34968
Burleson,TX,34908
Hollister,CA,34877
"San Juan Capistrano",CA,34793
"Peachtree City",GA,34788
Leavenworth,KS,34729
Brunswick,OH,34711
"Menomonee Falls",WI,34607
Lufkin,TX,34530
Marysville,WA,34482
Marana,AZ,34466
"Beverly Hills",CA,34445
Columbia,TN,34402
"La Porte",TX,34274
Wildwood,MO,34195
Woodridge,IL,34130
Holland,MI,34076
Friendswood,TX,33979
"San Juan",TX,33970
Northbrook,IL,33936
"Hilton Head Island",SC,33913
Stow,OH,33899
Gahanna,OH,33892
"Bay City",MI,33874
"Grove City",OH,33829
"Pleasant Grove",UT,33798
Seaside,CA,33797
Delaware,OH,33719
Mundelein,IL,33717
Northglenn,CO,33697
Rome,NY,33673
Reynoldsburg,OH,33657
Dalton,GA,33648
"La Verne",CA,33623
"Cottage Grove",MN,33623
Rosenberg,TX,33595
"East Palo Alto",CA,33575
Lynnwood,WA,33572
Jackson,MI,33518
"Oak Creek",WI,33482
"Twentynine Palms",CA,33480
Shakopee,MN,33455
Pekin,IL,33430
"Inver Grove Heights",MN,33383
Weslaco,TX,33354
"Winter Haven",FL,33353
"Elk Grove Village",IL,33320
"Grants Pass",OR,33217
Manitowoc,WI,33169
Apex,NC,33075
Merrillville,IN,33057
"New Iberia",LA,32959
Petersburg,VA,32916
Richmond,KY,32895
"Pleasant Hill",CA,32862
"St. Charles",IL,32829
Marion,IA,32821
Roseville,MN,32815
"Apache Junction",AZ,32776
"Plant City",FL,32761
Richfield,MN,32728
Englewood,CO,32669
"Winter Springs",FL,32667
Beaumont,CA,32663
Goshen,IN,32630
"Long Branch",NJ,32622
Massillon,OH,32613
"North Chicago",IL,32608
Oviedo,FL,32606
Bettendorf,IA,32584
Monroe,NC,32543
Houma,LA,32512
Eastpointe,MI,32497
Prattville,AL,32480
"Michigan City",IN,32405
Fairborn,OH,32366
Watertown,MA,32365
Clovis,NM,32352
Bothell,WA,32307
Ocoee,FL,32290
Danville,IL,32248
Nacogdoches,TX,32205
Greenacres,FL,32174
Franklin,MA,32148
"Butte-Silver Bow",MT,32119
Hopkinsville,KY,32076
Oakley,CA,32035
Socorro,TX,32007
Naugatuck,CT,31931
"Upper Arlington",OH,31878
"Glendale Heights",IL,31847
Norristown,PA,31843
"Laguna Hills",CA,31838
"Olive Branch",MS,31830
Lewiston,ID,31764
Bangor,ME,31756
Kennesaw,GA,31628
Parkersburg,WV,31611
Florence,SC,31570
"Bethel Park",PA,31562
"Spanish Fork",UT,31538
"Mount Vernon",WA,31513
Oswego,IL,31504
"Highland Park",IL,31449
"Oregon City",OR,31404
Brighton,CO,31380
Jacksonville,AR,31351
Lawndale,CA,31346
Leawood,KS,31342
"North Olmsted",OH,31319
Burien,WA,31316
"North Tonawanda",NY,31222
McMinnville,OR,31185
Galesburg,IL,31181
"Phenix City",AL,31125
Douglasville,GA,31035
"Lauderdale Lakes",FL,31004
Juneau,AK,30988
"Wheat Ridge",CO,30894
"Vestavia Hills",AL,30892
"Deer Park",TX,30890
"Port Huron",MI,30869
"West Lafayette",IN,30847
Walnut,CA,30744
"San Pablo",CA,30729
"Copperas Cove",TX,30710
"Granite City",IL,30703
Schertz,TX,30669
Rochester,NH,30654
"Walla Walla",WA,30643
Gurnee,IL,30608
"Myrtle Beach",SC,30596
"Chicago Heights",IL,30586
Liberty,MO,30568
Shawnee,OK,30562
"Oak Park",MI,30547
Westlake,OH,30546
"Fair Lawn",NJ,30521
Jeffersonville,IN,30479
Hobbs,NM,30476
